scorer,,,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie
individuals,,,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5
bodyparts,,,nose,nose,lefteye,lefteye,righteye,righteye,spine1,spine1,spine2,spine2,spine3,spine3,backfin,backfin,leftfin,leftfin,rightfin,rightfin,nose,nose,lefteye,lefteye,righteye,righteye,spine1,spine1,spine2,spine2,spine3,spine3,backfin,backfin,leftfin,leftfin,rightfin,rightfin,nose,nose,lefteye,lefteye,righteye,righteye,spine1,spine1,spine2,spine2,spine3,spine3,backfin,backfin,leftfin,leftfin,rightfin,rightfin,nose,nose,lefteye,lefteye,righteye,righteye,spine1,spine1,spine2,spine2,spine3,spine3,backfin,backfin,leftfin,leftfin,rightfin,rightfin,nose,nose,lefteye,lefteye,righteye,righteye,spine1,spine1,spine2,spine2,spine3,spine3,backfin,backfin,leftfin,leftfin,rightfin,rightfin
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,littlefish video,0001_vid_164698.jpg,1014.4685129437341,459.58415668699513,1020.688317956204,445.0712783245656,1002.0289029187945,447.1445466620555,1004.1021712562845,424.33859494966623,989.5892928938551,397.3861065622972,970.9298778564457,366.2870814999483,943.9773894690766,328.96825142512955,1010.3219762687543,413.97225326221667,979.2229512064054,420.19205827468636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_18389.jpg,384.19493834679577,98.83546596374737,363.4622549718965,88.46912427629772,367.6087916468764,111.27507598868695,334.43649824703755,96.76219762625743,297.1176681722188,100.90873430123733,257.72557173713295,98.83546596374751,203.82059496239475,105.05527097621729,309.55728017438116,88.46912427629786,330.28996354928046,125.78795435111661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_203933.jpg,885.9258779965816,418.1187899371967,879.7060729841118,451.29108333703556,904.585293033991,447.1445466620557,896.2922196840312,476.17030338691467,904.585293033991,528.002011824163,912.8783663839507,577.7604519239212,937.7575864338298,642.031770386109,883.8526096590916,507.2693284492636,921.1714397339103,503.1227917742837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_226987.jpg,701.4049959599779,733.2555772356659,695.1851909475081,753.9882606105652,722.1376793348771,749.8417239355854,713.8446059849174,787.160554010404,726.284216009857,832.7724574351826,732.5040210223268,890.8239708849005,703.4782642974678,942.6556793221487,701.4049959599779,807.8932373853033,738.7238260347966,799.6001640353436,1132.6448101578833,185.9127361383246,1111.912126782984,202.49888283824401,1136.7913468328632,214.93849286318363,1109.838858445494,235.67117623808292,1093.2527117455745,281.2830796628613,1070.4467600331852,318.60190973768005,1045.5675399833062,368.3603498374384,1072.5200283706752,264.6969329629419,1111.912126782984,277.1365429878815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_319318.jpg,1064.2269550207156,119.56814933864692,1055.933881670756,144.44736938852606,1072.5200283706752,144.44736938852606,1058.0071500082458,171.3998577758951,1062.1536866832257,212.8652245256937,1060.0804183457358,258.47712795047215,1049.714076658286,318.60190973768005,1028.9813932833868,190.05927281330446,1084.9596383956148,187.98600447581452,467.1256738236158,88.46912427629789,442.2464537737367,78.10278258884824,446.3929904487165,94.68892928876767,419.44050206134744,78.10278258884824,382.1216719865287,78.10278258884824,340.65630523673013,76.02951425135831,276.3849867745423,73.95624591386837,398.70781868644815,69.80970923888853,382.1216719865287,100.90873430123747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_37793.jpg,906.6585613714809,847.2853357976119,910.8050980464607,872.1645558474911,927.3912447463802,859.7249458225515,937.7575864338298,897.0437758973703,960.563538146219,932.2893376346992,981.2962215211184,965.4616310345382,,,,,,,407.00089203640783,376.653423187398,421.5137703988373,362.1405448249685,398.7078186864481,362.1405448249685,417.3672337238575,339.3345931125793,423.58703873632726,322.74844641265986,425.6603070738172,295.7959580252908,415.2939653863676,258.4771279504721,433.95338042377693,326.89498308763973,407.0008920364079,331.0415197626196,357.24245193664956,223.23156621314328,332.3632318867704,223.23156621314328,342.72957357422007,237.74444457557277,317.8503535243409,243.96424958804258,292.97113347446174,258.4771279504721,261.8721084121128,275.06327465039146,210.04039997486456,314.4553730627001,311.6305485118711,223.23156621314328,348.9493785866898,266.77020130043184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_422636.jpg,630.9138724853203,807.8932373853033,620.5475307978706,787.1605540104041,601.8881157604613,807.8932373853033,587.3752373980318,780.9407489979343,558.3494806731728,764.3546022980148,514.8108455858843,729.109040560686,448.4662587862065,685.5704054733975,587.3752373980318,727.0357722231961,556.2762123356829,787.1605540104041,334.4365002242603,459.58415668699547,305.4107434994013,465.80396169946516,317.8503535243409,478.2435717244048,284.678060124502,486.5366450743644,259.7988400746229,505.1960601117737,224.55327833729407,528.002011824163,176.86810657502568,567.3941102364716,263.9453767496027,472.02376671193485,286.75132846199193,519.7089384742033,87.71756806295872,656.5446487485384,98.08390975040837,642.031770386109,75.27795803801914,644.1050387235989,81.49776305048894,602.6396719738003,85.64429972546878,561.1743052240017,87.71756806295872,525.9287434866729,87.71756806295872,455.4376200120154,118.81659312530766,588.1267936113708,69.05815302554936,594.3465986238406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_429208.jpg,883.8526096590916,469.9504983744455,879.7060729841119,455.43762001201605,871.4129996341521,469.9504983744455,861.0466579467025,455.43762001201605,842.3872429092931,440.9247416495865,813.361486184434,420.19205827468716,769.8228510971455,393.239569887318,869.3397312966622,438.8514733120966,840.3139745718032,461.65742502448575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_500830.jpg,1006.1754415709975,567.3941102364723,999.9556365585277,557.0277685490227,991.662563208568,569.4673785739623,977.1496848461385,544.588158524083,950.1971964587694,536.2950851741232,925.3179764088902,523.8554751491837,887.9991463340715,536.2950851741232,985.4427581960982,536.2950851741233,960.5635381462191,561.1743052240024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_600800.jpg,753.2367043972262,727.0357722231965,767.7495827596556,731.1823088981764,765.6763144221657,716.669430535747,792.6288028095348,718.7426988732369,821.6545595343938,710.4496255232772,846.5337795842729,702.1565521733176,900.4387563590111,677.2773321234384,805.0684128344743,735.3288455731563,798.8486078220046,693.8634788233577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_603103.jpg,340.65630523673013,544.5881585240825,303.33747516191136,536.2950851741227,307.4840118368912,561.174305224002,274.3117184370524,548.7346951990622,222.48000999980414,561.1743052240018,166.50176488757603,571.5406469114514,104.30371476287814,586.0535252738808,251.50576672466315,536.2950851741226,270.1651817620725,579.8337202614111,1097.3992484205544,457.5108883495061,1113.9853951204739,434.70493663711693,1089.1061750705946,438.8514733120967,1103.6190534330242,403.605911574768,1105.6923217705141,353.8474714750097,1105.6923217705141,318.6019097376809,1113.9853951204739,270.9167379754125,1120.2052001329437,407.7524482497479,1076.666565045655,407.7524482497478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_606946.jpg,384.1949403240186,424.3385949496666,400.7810870239381,411.8989849247271,377.97513531154885,409.82571658723714,392.48801367397834,387.01976487484785,400.7810870239381,349.70093480002924,404.92762369891796,304.0890313752508,392.48801367397834,237.74444457557306,419.44050206134744,372.50688651241853,369.6820619615891,370.4336181749285,276.3849867745423,208.71868785071396,270.1651817620725,221.15829787565357,292.97113347446174,212.86522452569383,286.751328461992,233.59790790059313,297.1176701494416,260.55039628796226,313.70381684936103,295.79595802529104,319.92362186183084,345.5543981250494,284.67806012450205,266.77020130043195,321.9968901993208,248.11078626302267,220.40674166231423,387.01976487484774,228.69981501227392,364.21381316245856,212.11366831235452,364.21381316245856,220.40674166231423,345.55439812504926,218.3334733248243,320.67517807517004,222.48000999980414,279.20981132537156,220.40674166231423,239.81771291306288,243.21269337470346,333.11478810010965,201.74732662490487,335.1880564375996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_639536.jpg,120.8898614627976,469.9504983744448,110.52351977534798,488.6099134118542,131.25620315024725,488.6099134118542,112.59678811283788,517.6356701367132,112.59678811283788,557.0277685490219,102.23044642538821,606.7862086487802,89.79083640044865,677.2773321234378,98.08390975040837,540.4416218491024,139.54927650020696,542.5148901865923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_677938.jpg,239.0661566997236,474.0970350494248,212.1136683123545,501.04952343679383,236.99288836223366,503.12279177428377,216.26020498733433,528.002011824163,201.74732662490484,569.4673785739616,185.1611799249854,602.6396719738004,166.50176488757603,652.3981120735585,191.3809849374552,517.6356701367133,241.13942503721347,542.5148901865924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,littlefish video,0001_vid_685820.jpg,867.2664629591723,776.794212322955,865.1931946216823,809.9665057227938,885.9258779965816,795.4536273603644,890.0724146715614,834.8457257726731,910.8050980464608,874.2378241849817,927.3912447463802,909.4833859223105,956.4170014712392,963.3883626970488,865.1931946216823,834.8457257726731,921.1714397339105,818.2595790727536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
